Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"946, rue Sainte-Angélique",259000$,St-Basile-De-Portneuf,Portneuf,3,1,-1,1,"1,015","24,000","1698,00$","153,00$","1907,00$","948,00$"
"7, rue des érables",259000$,Pont-Rouge,Portneuf,2,1,-1,1,-1,-1,-1,-1,-1,-1
"211-2685, rue de Brome",259000$,Ste-Foy,Québec Rive-Nord,2,2,-1,3,923,-1,"2435,49$","212,99$",-1,"225,00$"
"2803, rue de la Provence",259000$,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,2,1,-1,1,"1,085","12,077","2450,00$","145,00$",-1,-1
"1176, rue de l'Islet",259000$,Lebourgneuf,Québec Rive-Nord,3,1,1,2,"1,119",-1,"1965,00$","151,00$",-1,-1
"701, chemin Tamaracouta",259000$,Mille-Isles,Laurentides,3,1,-1,2,992,7493,"1200,00$","100,00$","2200,00$","1000,00$"
"859, chemin Parent",259000$,La Pêche (Duclos),Outaouais,-1,-1,-1,-1,-1,4791600.01,-1,-1,-1,-1
"859, chemin Parent",259000$,La Pêche (Duclos),Outaouais,-1,-1,-1,-1,-1,4791600.01,-1,-1,-1,-1
"427, rue des Mille-Abeilles",259000$,Sherbrooke (Mont-Bellevue),Estrie,3,2,-1,1,667.36,"1,883.68","2400,00$","150,00$","1200,00$","807,00$"
"1418, chemin Élie-Auclair",259800$,St-Polycarpe,Montérégie Ouest,2,1,1,2,891,"31,640","3295,00$","620,00$",-1,-1
rue Dalhousie - Par Groupe Lasselle,259900$,Huntingdon,Montérégie (Rive-Sud Montréal),4,1,1,1,704,"2,700",-1,-1,-1,-1
rue du Grenat - Par les Constructions Carrier et Rancourt inc.,259900$,St-Apollinaire,Chaudière-Appalaches,3,2,-1,1,26x36,42x98,-1,-1,-1,-1
"457, route du Président Kennedy",259900$,St-Côme-Linière,Chaudière-Appalaches,4,2,1,2,"2,956",131.99x245.08,"1264,62$","99,70$",-1,-1
Boisé Natura Phase 2 - Par Construction CRD,259900$,Ste-Catherine-de-la-JC,Québec Rive-Nord,2,1,1,2,"1,120","3,500",-1,-1,-1,-1
"203-2505, avenue de la Gare",259900$,Mascouche,Lanaudière,-1,1,-1,1,646,-1,"1947,44$","123,00$","480,00$","360,00$"
"166, rue Savary",259900$,St-Raymond,Portneuf,5,1,1,2,"1,291.67","3,573.62","1922,87$",-1,-1,-1
"3808, avenue des Caryas",259900$,Charlesbourg,Québec Rive-Nord,3,2,-1,2,-1,"5,290",-1,-1,-1,-1
"96, rue Paris",259900$,Victoriaville,Centre-du-Québec,4,2,-1,1,945,"4,320","2284,08$","125,04$","1641,00$","1000,00$"
"., Boisé Nature - Par Construction CRD",259900$,Ste-Catherine-de-la-JC,Québec Rive-Nord,2,1,-1,1,-1,"20,000",-1,-1,-1,-1
"5-1682, rue Notre-Dame",259900$,L&#039;Ancienne-Lorette,Québec Rive-Nord,2,1,-1,1,1110,-1,"2074,20$","169,96$","684,36$",-1
"6-91, rue Pearson",259900$,Gatineau (Aylmer),Outaouais,2,1,-1,3,"1,050","1,569.38","1484,00$","114,00$","1200,00$","360,00$"
"301-90, chemin Eardley",259900$,Gatineau (Aylmer),Outaouais,3,1,-1,1,925,163.2,"1451,82$","17,67$","1200,00$","360,00$"
"352, rue Paris",259900$,Drummondville (Drummondville),Centre-du-Québec,3,1,1,2,1039.79,4999.84,"431,97$",-1,"1550,00$","955,77$"
"15, Route 269",259999$,St-Theophile,Chaudière-Appalaches,3,1,1,1,"2,380",185x150,"1174,66$","261,00$","1000,00$","800,00$"
"9574, rue de la Camomille",260000$,Neufchatel,Québec Rive-Nord,2,1,-1,1,"1,130",-1,"2340,18$","433,34$","775,99$","360,00$"
"1327, rue Principale",260000$,St-Côme-Linière,Chaudière-Appalaches,-1,-1,-1,-1,-1,"10,555.09","5564,18$","841,63$",-1,-1
"104-1970, avenue de L'Émérillon",260000$,Limoilou,Québec Rive-Nord,2,1,-1,4,936,-1,"2402,00$","438,00$","1000,00$","205,00$"
"202-2715, rue Beauvais",260000$,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),2,1,-1,3,"1,083",-1,"1610,00$","155,00$","853,08$",-1
"1580, rue Principale",260000$,Labrecque,Saguenay-Lac-Saint-Jean,-1,-1,-1,-1,-1,"10,060","2299,00$","560,00$",-1,-1
"500, chemin du Dépotoir",260000$,Alleyn-Et-Cawood,Outaouais,-1,-1,-1,-1,-1,10313652.85,"931,31$","46,27$",-1,-1
"1557, rue Principale",260000$,St-Philémon,Chaudière-Appalaches,4,2,1,-1,-1,90x120,"2485,26$","96,26$","1600,00$","1186,00$"
"16678, 20e Avenue",260000$,St-Georges,Chaudière-Appalaches,3,1,1,2,768,"5,081.64","2120,00$","300,00$","1700,00$",-1
"7, place du Geai-Bleu",260000$,Ste-Brigitte-De-Laval,Québec Rive-Nord,-1,1,1,1,581.25,"33,777.15","2351,33$","168,95$","1086,39$","888,00$"
"13, rue Ashini",260000$,Sept-Iles,Côte-Nord,3,2,-1,1,960,"6,160","2354,78$","179,71$",-1,"1200,00$"
"445, rue Notre-Dame Est",260000$,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,5,2,-1,-1,-1,127x55,"2881,19$","144,96$","2748,00$","95,00$"
"389, boulevard Saint-Pierre",260000$,St-Raphael-de-Bellechasse,Chaudière-Appalaches,-1,-1,-1,-1,-1,"1,824","2233,20$","80,95$",-1,-1
"714, rue du Mont-Brome",260000$,Granby,Estrie,2,1,-1,1,"1,000",-1,-1,-1,-1,-1
"30-2, rue Jade - Terrains - Par Maisons MR",260000$,Bromont,Estrie,-1,-1,-1,-1,-1,"9,154",-1,-1,-1,-1
"1205, boulevard Malcolm-Fraser",260000$,La Malbaie (Cap-À-L&#039;Aigle),Charlevoix,3,2,-1,1,"1,130",110x117,"2865,96$","170,78$","2000,00$",-1
"2097, rue Sax",260000$,St-Romuald,Québec Rive-Sud (Lévis),4,1,-1,2,"2,852","7,694","2300,00$","200,00$","2500,00$",-1
"1271, rue Sylvianne",260000$,Terrebonne (La Plaine),Lanaudière,-1,1,1,1,613.54,"8,000","1439,55$","260,00$","150,00$","1200,00$"
"202-4660, place de la Marquise",260000$,Trois-Rivières (Trois-Rivières),Mauricie,2,1,-1,1,"1,300",-1,"2400,00$","160,00$",-1,-1
rue du Cap,261000$,Mont-Tremblant (St-Jovite),Laurentides,-1,-1,-1,-1,-1,"26,102.48",-1,-1,-1,-1
"204-99, rue de Saint-Vallier Est",262000$,Saint-Roch,Québec Rive-Nord,-1,1,-1,1,1050,-1,"2656,00$","263,00$","800,00$","380,00$"
"107, rue des Monardes",262000$,Ste-Brigitte-De-Laval,Québec Rive-Nord,2,1,1,2,"1,360.45","4,605","2947,35$","186,88$",-1,-1
"1174, carré Morin",262000$,Normandin,Saguenay-Lac-Saint-Jean,5,2,-1,1,"1,236","8,758","2471,94$","113,00$","1272,00$",-1
"761-B, rue Marcoux",262500$,Ste-Marie,Chaudière-Appalaches,2,1,1,1,750,5557.41,"2330,18$","131,14$","1422,00$",-1
"82, rue Laflamme",263300$,St-Apollinaire,Chaudière-Appalaches,3,1,1,2,1349,2307,-1,-1,-1,-1
"7620, chemin des Loisirs",263500$,St-Damien,Lanaudière,3,2,-1,1,"2,000","20,000","1756,73$","38,01$","1800,00$",-1
"221, rue des Pinsons",264000$,St-Raymond,Portneuf,3,2,-1,2,1824,20000,"1941,00$","195,00$","1380,00$",-1
"838, Route du 10e Rang",264000$,St-Jean-De-Brebeuf,Chaudière-Appalaches,3,1,-1,1,936,112011,"1430,00$","114,00$","776,87$","1100,00$"
"312-1905, rue Charles-Le Gardeur",264000$,Trois-Rivières (Trois-Rivières),Mauricie,-1,1,-1,1,825,"1,031.51","2480,01$","141,62$",-1,-1
"3899, des écorces",264450$,Breakeyville,Québec Rive-Sud (Lévis),3,1,1,2,-1,-1,-1,-1,-1,-1
"322B, rue Notre-Dame Ouest",264500$,Cap-Chat,Gaspésie-Îles-de-la-Madeleine,2,1,-1,1,866.82,"35,484.31","1199,30$","54,87$","2043,48$","1014,00$"
"4261, rue des Tilleuls",264500$,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,5,1,1,1,992,"8,716","2976,00$","191,00$","1260,00$","1095,00$"
"89, rue Vaudreuil",264800$,Gatineau (Hull),Outaouais,2,1,-1,1,845,-1,-1,-1,-1,-1
"C-617, rue Le Bourg Neuf",264900$,Repentigny (Le Gardeur),Lanaudière,2,1,1,2,957,-1,"1822,00$","271,00$",-1,-1
567b rue des Eaux-Fraîches,264900$,Lac-St-Charles,Québec Rive-Nord,2,1,1,1,-1,2030,"2263,00$","188,00$",-1,-1
"768, avenue Nordique",264900$,Beauport,Québec Rive-Nord,3,1,1,2,920,-1,"2005,15$","154,96$","155,06$",-1
"9281, carré Richard",265000$,Neufchatel,Québec Rive-Nord,3,1,1,2,-1,3062.33,"2110,00$","230,00$",-1,-1
"14-20, rue Main Ouest",265000$,Coaticook,Estrie,-1,-1,-1,-1,-1,"2,258","4757,26$","164,63$","532,75$","2968,08$"
"128-130, rue Saint-Laurent",265000$,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,6,2,1,-1,-1,"6,881.37","2755,63$","141,80$",-1,"2400,00$"
"401-5660, rue de Vignieu",265000$,Contrecoeur,Montérégie (Rive-Sud Montréal),2,1,-1,1,966,-1,"1465,00$","115,00$","900,00$",-1
"534, rue Principale",265000$,Batiscan,Mauricie,-1,-1,-1,-1,-1,"14,692","1998,00$","243,00$","3085,00$",-1
"1793-1795, rue Saint-Martin",265000$,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,6,2,-1,-1,-1,"5,250","2500,00$","117,40$",-1,-1
"1024, rue de la Pénombre",265000$,Beauport,Québec Rive-Nord,2,1,-1,1,"1,134","4,123.65","2297,31$","187,61$","1220,00$","800,00$"
chemin Armand-Martineau,265000$,St-Hermenegilde,Estrie,-1,-1,-1,-1,-1,"696,960.00","379,60$",-1,-1,-1
"8, rue Papineau",265000$,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,"5,820",-1,-1,-1,-1
"129, rue de Riverin",265000$,Matane,Bas-Saint-Laurent,9,2,-1,1,58.6x30.1,"6,552","3869,00$","208,00$","262,26$",-1
"653, rue Langlois",265000$,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,3,2,-1,1,-1,"5,546","2600,00$","300,00$","2500,00$","145,00$"
"3260, rue Lucien-Godbout",265000$,Beauport,Québec Rive-Nord,3,1,1,1,1200,-1,"2177,00$","179,00$","1031,00$",-1
"1205A-677, 12e Avenue Nord",265000$,Sherbrooke (Fleurimont),Estrie,2,1,-1,1,-1,1050,"2134,62$","156,16$",-1,-1
"3-880, rue Bourdages",265000$,Vanier,Québec Rive-Nord,2,1,1,2,1125,-1,"2118,00$","165,00$","1000,00$",-1
"360, rang Saint-Flavien Ouest",265000$,ND-Du-Mont-Carmel,Mauricie,2,1,-1,1,"1,292","35,000",-1,-1,-1,-1
rue Sylvie,265000$,ND-de-Lourdes,Centre-du-Québec,-1,-1,-1,-1,-1,"84,671","17,13$",-1,-1,-1
"356, chemin Dion",265000$,St-Isidore-de-Clifton,Estrie,4,1,-1,2,"1,800","174,240.00",-1,-1,-1,-1
"3-67, rue de la Fondrière",265000$,Gatineau (Hull),Outaouais,2,1,-1,1,"1,199.10",-1,"2098,00$","146,12$",-1,-1
"451, 2e Rue",265000$,Louiseville,Mauricie,3,1,1,1,1120,5999.80,"1854,95$","95,74$","1524,84$","881,00$"
"609-76, rue Dalhousie",265500$,Vieux-Québec,Québec Rive-Nord,-1,1,-1,1,-1,-1,"2723,00$","219,00$","306,00$","200,00$"
"1264, rue de l'Etna",267000$,Val-Bélair,Québec Rive-Nord,3,1,1,1,640,3229,"2200,00$","300,00$","1500,00$",-1
"5201, rue de Marseille - Unité 3½ - Les Loges - Par Vivenda",267800$,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,-1,1,-1,1,504,-1,-1,-1,-1,-1
"718, rue Filiatrault",267830$,Saint-Laurent,Montréal / l'Île,-1,1,-1,1,782,-1,-1,-1,-1,-1
Modèle à construire - Boisé Natura - Par Construction CRD,267900$,Ste-Catherine-de-la-JC,Québec Rive-Nord,3,1,1,2,"1,200","3,767.37",-1,-1,-1,-1
chemin Jackson,268000$,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,"48,721","225,89$","6,36$",-1,-1
"336, rue Elzear-Verreault",268000$,Beauport,Québec Rive-Nord,2,1,-1,1,1150,-1,"2228,57$","185,68$","1400,00$","420,00$"
"409-1195, rue Louis-Adolphe-Robitaille",268500$,Saint-Sacrement,Québec Rive-Nord,-1,1,-1,1,785,-1,"2696,00$","219,00$",-1,"166,00$"
"857, rang Bellevue",268900$,St-Jean-De-Dieu,Bas-Saint-Laurent,6,2,1,2,-1,"24,000",-1,-1,-1,-1
"50-5549, chemin Queen-Mary",268900$,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,2,1,-1,1,"1,000","1,000",-1,-1,-1,-1
"8490, boulevard Saint-Michel",269000$,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,2,1,-1,1,950,-1,-1,-1,-1,-1
"1042-1046, 4e Avenue",269000$,La Baie,Saguenay-Lac-Saint-Jean,3,3,-1,-1,-1,-1,"2449,35$","219,18$",-1,-1
"7-7A-7B, rue Saint-Michel",269000$,St-Michel-Du-Squatec,Bas-Saint-Laurent,2,1,1,-1,-1,"12,442.00","3360,67$","120,18$","915,12$","1795,77$"
"1297, 1ere Avenue",269000$,Limoilou,Québec Rive-Nord,3,1,-1,1,970,"3,755.74",-1,-1,"960,00$",-1
"40-1645, boulevard du Souvenir",269000$,Laval-des-Rapides,Laval,2,1,-1,1,829,-1,"1864,08$","183,67$",-1,-1
"874, rue Principale",269000$,ND-De-Montauban,Mauricie,3,1,-1,2,"1,546",135x200,"1711,26$","121,81$","1428,00$",-1
"48, rue Boisclair",269000$,St-Donat,Lanaudière,-1,-1,-1,-1,-1,"108,000",-1,-1,-1,-1
"620, chemin du Lac-des-Sapins",269000$,St-Gabriel-De-Brandon,Lanaudière,3,1,-1,1,20x30,100x140,"2000,00$","300,00$",-1,-1
rue des Liserons,269000$,Austin,Estrie,-1,-1,-1,-1,-1,"43,955.5","201,70$","23,84$",-1,-1
"721, rue Goupil",269000$,Sherbrooke (Fleurimont),Estrie,3,2,-1,1,765,"5,985",-1,-1,-1,-1
"105-14474, rue Bernard-Geoffrion",269000$,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,-1,1,-1,1,473.61,7523.97,"2031,00$","135,97$","300,00$",-1
"5907, rue de la Seine",269000$,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,2,1,1,2,1018.27,13541.00,"2260,57$","119,84$","650,00$","465,00$"
"4581-4583, route Jean",269000$,Jonquière (Shipshaw),Saguenay-Lac-Saint-Jean,2,1,-1,-1,-1,"15,000",-1,-1,-1,-1
"3-1125, rue Bourdages",269000$,Vanier,Québec Rive-Nord,3,1,-1,1,"1,024.72",-1,"2316,93$","202,07$","730,92$","350,00$"
"603, rang Saint-Antoine",269000$,Ste-Sophie-De-Levrard,Centre-du-Québec,3,2,-1,2,"1,576.05","45,719.71","2170,00$","121,89$","723,00$","1305,00$"
"215, rue Rocheleau",269000$,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,3,2,-1,1,965,5942.75,"2027,13$","117,86$","1654,62$","936,00$"
", rue du Bord-de-l'Eau",269000$,St-Eustache,Laurentides,-1,-1,-1,-1,-1,"10,244",-1,-1,-1,-1
"317, rue des Chênes",269000$,Portneuf,Portneuf,4,1,-1,1,918,59.06x100.00,"2125,00$",-1,-1,-1
"51, avenue du Parc",269000$,St-Jean-De-Matha,Lanaudière,2,1,-1,1,1052,11456.03,"1733,57$","131,04$","1400,00$","1200,00$"
"135, route 170",269000$,L&#039;Anse-St-Jean,Saguenay-Lac-Saint-Jean,4,2,-1,-1,-1,8906.06,"2732,00$","91,00$","187,00$","1202,00$"
"2198, boulevard Lebourgneuf",269000$,Lebourgneuf,Québec Rive-Nord,2,1,-1,1,"1,102","2,191.64","2208,63$","186,56$","1033,00$","196,39$"
Développement Côteau des Sables - avenue des Peupliers - Par PRO-FAB,269230$,Vallée-Jonction,Chaudière-Appalaches,2,1,-1,1,"1,198",-1,-1,-1,-1,-1
"347-5600, rue Briand",269500$,Le Sud-Ouest,Montréal / l'Île,-1,1,-1,1,386.42,-1,"987,81$","92,32$",-1,-1
"49, rue Père-Nouvel",269500$,Trois-Pistoles,Bas-Saint-Laurent,3,2,-1,2,"2,317.36","7,364.67","3862,00$","199,00$","1622,00$","1656,00$"
"3992, rue Rembrandt",269500$,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,2,1,1,1,1154.43,7611,"3307,00$","192,00$","858,00$","1536,00$"
"102-7081, rue Saint-Zotique Est",269900$,Anjou,Montréal / l'Île,-1,1,-1,1,600,-1,"1378,00$","135,33$",-1,"325,92$"
"8, rue de la Promenade - À construire - Par les Constructions Palex",269900$,Château-Richer,Québec Rive-Nord,3,1,1,2,-1,-1,-1,-1,-1,-1
"C-7374, boulevard Wilfrid-Hamel",269900$,Ste-Foy,Québec Rive-Nord,2,1,-1,1,"1,000",-1,"2096,00$","217,00$","950,00$",-1
chemin Harlaka,269900$,Lévis,Québec Rive-Sud (Lévis),3,1,1,2,"1,280","3,245",-1,-1,-1,-1
"536, rue Bordeleau",269900$,Chibougamau,Nord-du-Québec,6,2,-1,2,955.84,60x90,"2790,00$","155,00$","2955,00$","1290,00$"
rue Richelieu - Par Groupe Lasselle,269900$,St-Roch-De-Richelieu,Montérégie (Rive-Sud Montréal),4,1,1,1,704,-1,-1,-1,-1,-1
"404-138, rue de Lausanne",269900$,Gatineau (Gatineau),Outaouais,2,1,-1,3,"1,262",-1,"1400,00$","700,00$","480,00$","280,00$"
rue Ganivet,269900$,Rigaud,Montérégie Ouest,-1,-1,-1,-1,-1,"319,129",-1,-1,-1,-1
"200, rue du Saule - Par Construction Lemay inc.",269900$,Laurier-Station,Chaudière-Appalaches,3,2,-1,1,"1,890","4,726",-1,-1,-1,-1
"12, 135e avenue",269900$,St-Hippolyte,Laurentides,-1,1,-1,1,-1,196.85x98.43,"1378,91$","126,84$","2232,00$","1488,00$"
"3139, rue des Galets",269900$,Carignan,Montérégie (Rive-Sud Montréal),-1,1,-1,1,685,-1,"1749,24$","125,92$","450,00$",-1
chemin du Boisé,270000$,Lac-Beauport,Québec Rive-Nord,-1,-1,-1,-1,-1,"800,000",-1,-1,-1,-1
"2322, avenue Carier",270000$,Shawinigan (Shawinigan),Mauricie,5,2,-1,1,"1,144",75x90,"2585,00$","284,00$","2300,00$",-1
"1718, route Marie-Victorin",270000$,St-Nicolas,Québec Rive-Sud (Lévis),2,1,1,2,"1,457.65","11,224.61","1725,01$","193,75$","1990,00$","679,41$"
"53, route du Fleuve",270000$,Beaumont,Chaudière-Appalaches,-1,-1,-1,-1,-1,"33,482.22","1970,80$","220,25$","4039,51$","3000,00$"
"1255, rue Principale",270000$,St-Agapit,Chaudière-Appalaches,3,2,-1,2,-1,"8,247.31","2341,23$","160,88$",-1,-1
"2040, boulevard Rosemont - Lumina",270000$,Rosemont / La Petite Patrie,Montréal / l'Île,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"207, rue Jacques-Ferron",270000$,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,3,2,-1,1,1237.85,5400.25,"2239,01$","130,59$","2543,00$",-1
"77, rue Morin",270000$,Scott,Chaudière-Appalaches,2,1,-1,2,"1,015","15,000","1500,00$","150,00$","1800,00$","2000,00$"
"402-10011, boulevard Pie IX",270000$,Montréal-Nord,Montréal / l'Île,-1,1,-1,4,695.35,-1,"1380,23$","131,07$",-1,-1
"1-1840, rue Kirouac",270000$,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),2,1,-1,1,818,"23,350","1245,70$","116,94$","1282,80$",-1
"1630, rue Laurent-Paradis",270000$,Trois-Rivières (Trois-Rivières),Mauricie,4,2,-1,2,959.49,89.44x44.49,"2472,00$","144,00$","1800,00$",-1
"1487, rue Marie-Rollet",271000$,Saint-Sacrement,Québec Rive-Nord,2,1,-1,1,800,-1,"2389,00$","176,00$","1300,00$","852,00$"
"2260, rue Florian - Unité 3 ½ - Florence Condos - Par Mondev",271900$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,-1,1,-1,1,628,-1,-1,-1,-1,-1
"2007, avenue 1ère",272000$,Limoilou,Québec Rive-Nord,2,2,1,1,"1,500",-1,-1,-1,-1,-1
"1057, rue des Champs",272000$,St-Jean-Chrysostome,Québec Rive-Sud (Lévis),3,1,1,3,"2,507","3,525","2329,00$","204,00$","250,00$","120,00$"
"108-2635, rue de la Picardie",273500$,Ste-Foy,Québec Rive-Nord,3,1,-1,1,965,-1,"2048,66$","168,96$","1800,00$","499,00$"
"577, rue Saint-Vallier Ouest",273500$,Saint-Sauveur,Québec Rive-Nord,2,1,1,2,385,"2,900",-1,-1,-1,-1
"158, rue Principale",274000$,Ste-Justine,Chaudière-Appalaches,4,2,-1,2,"2,500","11,108","2248,00$","228,00$","2928,00$",-1
"2931, rue Bouthillier",274000$,Carignan,Montérégie (Rive-Sud Montréal),-1,-1,-1,-1,-1,6853,-1,-1,-1,-1
"2685, rue Dolbeau",274500$,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,2,2,-1,1,850,"2,256.12","2452,14$","149,00$","1800,00$","1000,00$"
"2298, chemin Filteau",274900$,St-Nicolas,Québec Rive-Sud (Lévis),3,1,-1,1,950,"53,000","2001,83$","217,19$","1500,00$","1000,00$"
"314-1455, rue Sherbrooke Ouest",274900$,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,-1,1,-1,1,525,-1,"1,00$","1,00$","1,00$",-1
"2-1006, boulevard Saint-René Ouest",274900$,Gatineau (Gatineau),Outaouais,2,1,-1,1,1000,1900.91,"1742,37$","114,76$","720,00$",-1
"4824, rue des Patriotes",274900$,Contrecoeur,Montérégie (Rive-Sud Montréal),2,1,-1,1,1080,-1,"1590,15$","128,34$","900,00$",-1
"9555, rue du Cabriolet",274900$,Neufchatel,Québec Rive-Nord,4,1,-1,1,864,3367,"2551,54$","202,07$","1520,88$",-1
"550, rue Miray",274900$,Beauport,Québec Rive-Nord,2,1,1,1,959.28,3999.87,"2331,68$","194,56$","1349,34$","1217,14$"
"2305, rue de la Faune",274995$,St-Émile,Québec Rive-Nord,4,2,-1,1,"1,490","8,647","2328,00$",-1,"2850,00$","796,00$"
"107, rue des Alouettes",275000$,St-Isidore,Chaudière-Appalaches,3,2,1,1,35x45,"10,989.95","2862,48$","489,46$","1400,00$","1000,00$"
"314, rue Fortier",275000$,St-Isidore,Chaudière-Appalaches,3,1,1,1,950,"17,140",-1,"334,08$","2128,00$",-1
"1082, rue Saint-Pierre",275000$,La Baie,Saguenay-Lac-Saint-Jean,4,2,-1,1,"1,456.57","5,183.90","2602,00$","393,00$",-1,-1
"77, rue Principale Nord",275000$,Sacré-Coeur-du-Saguenay,Côte-Nord,-1,-1,-1,-1,-1,100,-1,-1,-1,-1
"812, rue des Aigrettes",275000$,St-Lambert-De-Lauzon,Chaudière-Appalaches,-1,-1,-1,-1,-1,"80,733.63",-1,-1,-1,-1
"1702, chemin du Village",275000$,St-Adolphe-D&#039;Howard,Laurentides,2,1,-1,1,640,"11,315.02","2001,75$","80,58$",-1,-1
chemin Hammond,275000$,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,"324,522.00",-1,-1,-1,-1
"168, rue Paris",275000$,Victoriaville,Centre-du-Québec,3,1,-1,1,"1,248",-1,"2299,44$","129,96$","1044,00$",-1
"92, rue Holliday",275000$,Sept-Iles,Côte-Nord,3,1,-1,1,"1,225.47","7,534.74","2607,25$","207,85$","2348,37$","1466,04$"
"319, rue Foch",275000$,Granby,Estrie,2,1,-1,1,"1,376","5,274.32","1856,26$","146,51$","1208,60$",-1
"134, rang de la Coulée",275000$,Matane,Bas-Saint-Laurent,2,1,1,1,"1,152","196,020.00","1914,00$","150,00$",-1,-1
rue du Geai-Bleu - Par Construction Impec inc.,275000$,St-Apollinaire,Chaudière-Appalaches,3,1,1,2,"1,495","4,700",-1,-1,-1,-1
impasse du Condor,275000$,St-Colomban,Laurentides,-1,-1,-1,-1,-1,"44,273",-1,-1,-1,-1
"935, chemin de Saint-Hyacinthe",275000$,St-Eugène-De-Grantham,Centre-du-Québec,4,1,-1,2,"1,263.58","50,000.52","900,32$","281,00$","2278,80$","1560,00$"
promenade des Cervidés,275000$,Morin-Heights,Laurentides,-1,-1,-1,-1,-1,"91,028","1112,45$","57,65$",-1,-1
"1375, chemin Abercrombie",275000$,Ste-Sophie,Laurentides,2,1,-1,1,"1,129","7,705.88","993,44$","111,00$",-1,-1
chemin de Capelton - Parc Du Mont Hatley,275000$,Canton-de-Hatley,Estrie,-1,-1,-1,-1,-1,"217,800.00",-1,-1,-1,-1
"214, rue Principale",275000$,Courcelles,Estrie,6,1,1,2,1080,39.90x25.10,"1562,77$","70,48$","2603,00$",-1
"145, avenue du Parc",275000$,Amqui,Bas-Saint-Laurent,2,2,-1,1,"1,176","37,937.40","3927,14$","183,40$","3160,00$","850,00$"
"8-625, rue de la Levée",275000$,La Prairie,Montérégie (Rive-Sud Montréal),2,1,-1,1,800,-1,"1328,53$","116,84$","710,00$",-1
"0, Route 257",275000$,Lingwick,Estrie,2,1,-1,2,"1,365","130,680.00","875,26$","70,96$",-1,"1580,00$"
"420, boulevard de Petit Cap",275000$,Gaspé,Gaspésie-Îles-de-la-Madeleine,5,-1,-1,-1,-1,"2,919.7",-1,-1,-1,-1
"204-700, rue Bélanger",275000$,St-Jérôme (St-Jérôme),Laurentides,2,1,-1,1,900,-1,-1,-1,-1,"495,00$"
"5, rue Saint-Jean-Baptiste",275000$,ND-De-La-Paix,Outaouais,2,1,-1,1,1000,8595,"1003,30$","59,19$","824,45$","1002,00$"
"2-627, boulevard Cristini",275000$,Lachute,Laurentides,2,1,-1,3,1078,79771,"1905,16$","121,10$","976,80$",-1
"159, rue Dionne",275000$,Matane,Bas-Saint-Laurent,6,2,1,2,"2,112","5,070","3171,55$","159,00$","3000,00$","1003,89$"
"1, rue Tremblay",275000$,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,3,2,-1,2,"1,500","8,957","2058,00$","150,00$","2000,00$","1000,00$"
"1979, rue Principale",275000$,Chambord,Saguenay-Lac-Saint-Jean,3,1,1,2,"1,110.84",125.00x96.00,"2150,00$","105,98$","2900,00$","1337,00$"
"209-700, rue Alain",275000$,Ste-Foy,Québec Rive-Nord,2,2,-1,1,"1,193.72",-1,"2469,88$","249,80$","959,58$","459,98$"
"37, rue de l'Hôtel de Ville",275000$,Warwick,Centre-du-Québec,2,2,-1,2,"1,236","8,400","1669,69$",-1,"2918,70$",-1
"180, rue Mathieu",275000$,Deschambault-Grondines (Deschambault),Portneuf,-1,-1,-1,-1,-1,"16,102.81",-1,-1,-1,-1
"344, avenue Belzile",275000$,Rimouski (Rimouski),Bas-Saint-Laurent,3,1,1,2,804.06,3513.77,"2391,42$",-1,-1,-1
"133-777, boulevard Taché Ouest",275000$,Montmagny,Chaudière-Appalaches,2,1,-1,1,490,"20,547","1273,00$","67,00$","230,00$","166,00$"
"800, 209e Rue",275000$,Shawinigan (St-Georges-De-Champlain),Mauricie,4,1,-1,2,"1,127","7,296","2772,00$","122,61$","1575,00$","981,00$"
